time,theta1,theta2,omega1,omega2,current,voltage
1.41137,0.177942,0.138058,1.59796,0.669423,-0.000705128,0
1.42727,0.202485,0.144194,1.56145,0.669423,-0.000705128,0
1.44333,0.227029,0.147262,1.53372,0.369398,-0.000302198,0
1.45941,0.251573,0.15033,1.58999,0.294906,-0.000503663,0
1.47533,0.279185,0.15033,1.71443,0.294906,0,0
1.49113,0.309864,0.15033,1.88695,0.294906,-0.000302198,0
1.507,0.340544,0.147262,1.98542,-0.224748,0.000201465,0
1.52303,0.377359,0.147262,2.26528,-0.173803,-0.000201465,0
1.53906,0.417243,0.144194,2.54531,-0.141707,-0.000604396,0
1.55509,0.463262,0.144194,2.81948,-0.119613,-0.000302198,0
1.57116,0.509282,0.141126,2.86269,-0.106449,0.000201465,0
1.58705,0.555301,0.138058,3.03149,-0.106449,-0.000503663,0
1.60325,0.604388,0.125786,3.02396,-0.397882,-0.000100733,0
1.61903,0.653476,0.113515,2.94438,-0.811316,-0.000805861,0
1.63531,0.699495,0.0920388,2.9131,-1.23457,-0.000302198,0
1.65283,0.748583,0.0736311,2.99344,-1.29979,0.00040293,0
1.65298,0.748583,0.0736311,2.99344,-1.29979,0.00040293,0
1.66694,0.79767,0.0521553,3.14451,-1.27917,-0.000503663,0
1.68258,0.849825,0.0306796,3.24979,-1.25685,0.000100733,0
1.69869,0.901981,0.0122718,3.23657,-1.28042,-0.00100733,0
1.71454,0.951068,-0.0122718,3.12727,-1.40459,-0.00040293,0
1.73055,0.997088,-0.0337476,2.869,-1.37612,-0.000302198,0
1.74662,1.04311,-0.0490874,2.78134,-1.11316,0.00040293,0
1.76274,1.07992,-0.0582913,2.32034,-0.673619,-0.00100733,0
1.77856,1.10447,-0.0644272,1.59717,-0.561858,-0.000705128,0
1.7945,1.13208,-0.0582913,1.74816,-0.342503,-0.000503663,0
1.81046,1.15969,-0.0460194,1.62966,0.71191,-0.000302198,0
1.8267,1.18423,-0.0337476,1.59014,0.755769,-0.000201465,0
1.8425,1.21491,-0.0184078,1.70801,1.02661,-0.000805861,0
1.85845,1.22105,-0.0245437,0.887928,-1.79162,0,0
1.87495,1.22105,-0.0398835,0.398205,-0.892406,-0.000201465,0
1.89044,1.22105,-0.0552233,0.262108,-0.82172,-0.00040293,0
1.9064,1.22105,-0.0705631,0.19534,-0.973765,-0.000604396,0
1.92243,1.22105,-0.082835,0.157704,-0.894751,-0.000100733,0
1.93849,1.22105,-0.0951068,0.129425,-0.793028,-0.000604396,0
1.95459,1.22105,-0.110447,0.110741,-0.888307,-0.000201465,0
1.97078,1.22105,-0.125786,0.0967667,-0.89797,0.000100733,0
1.98685,1.22105,-0.141126,0.0859246,-0.921114,-0.000503663,0
2.00359,1.22105,-0.156466,0.0767846,-0.950242,-0.000705128,0
2.01889,1.22105,-0.171806,0.0701986,-0.964547,-0.000100733,0
2.03474,1.22105,-0.187146,0.0643114,-0.974057,-0.000201465,0
2.05073,1.22105,-0.202485,0.0593363,-0.971461,-0.00040293,0
2.0667,1.22105,-0.217825,0.0550757,-0.944234,-0.000503663,0
2.0828,1.22105,-0.233165,0.0513862,-0.885684,-0.000201465,0
2.09883,1.22105,-0.242369,0.0481591,-0.937888,-0.000503663,0
2.11473,1.22105,-0.251573,0.0453138,-0.563059,-0.000503663,0
2.13078,1.22105,-0.254641,0.0427858,-0.563059,0.000503663,0
2.14665,1.22105,-0.257709,0.0405258,-0.349372,-0.00040293,0
2.16276,1.22105,-0.254641,0.0384917,-0.254575,0,0
2.17864,1.22105,-0.248505,0.0366522,-0.254575,-0.000201465,0
2.19542,1.22105,-0.236233,0.0348812,0.474206,-0.000503663,0
2.21197,1.22105,-0.223961,0.0334548,0.741504,-0.000302198,0
2.22678,1.22105,-0.208621,0.0320564,0.871336,0.000201465,0
2.24254,1.22105,-0.193282,0.0307701,0.94763,-0.000201465,0
2.25897,1.22105,-0.18101,0.0295837,0.921914,-0.000100733,0
2.27497,1.22105,-0.16567,0.0284846,0.853201,-0.000503663,0
2.2907,1.22105,-0.153398,0.027465,0.780701,-0.000906593,0
2.30666,1.22105,-0.144194,0.0265156,0.714619,-0.000302198,0
2.32267,1.22105,-0.131922,0.0256294,0.709851,-0.000100733,0
2.3386,1.22105,-0.119651,0.0248006,0.713619,-0.000705128,0
2.35445,1.22105,-0.110447,0.0240709,0.713619,-0.00211538,0
2.37045,1.22105,-0.0981748,0.023294,0.673012,-0.000503663,0
2.38649,1.22105,-0.082835,0.0226074,0.889999,0.000201465,0
2.40235,1.22105,-0.0674952,0.0219998,1.01734,-0.000604396,0
2.41847,1.22105,-0.0490874,0.0213491,1.10965,0,0
2.43475,1.22105,-0.0306796,0.0207708,1.23605,0,0
2.45037,1.22105,-0.00920388,0.0202565,1.31318,-0.000302198,0
2.46628,1.22105,0.0122718,0.0197353,1.33013,-0.000302198,0
2.48248,1.22105,0.0337476,0.0192102,1.30473,-0.000302198,0
2.49843,1.22105,0.0521553,0.0187694,1.23027,-0.000201465,0
2.51436,1.22105,0.0705631,0.018321,1.16882,-0.000201465,0
2.53021,1.22105,0.0859029,0.0178938,1.07626,-0.000201465,0
2.54634,1.22105,0.0981748,0.0174609,0.779534,-0.00100733,0
2.56244,1.22105,0.0951068,0.0170722,-0.38657,-0.00040293,0
2.57839,1.22105,0.076699,0.0167232,-1.05153,-0.00040293,0
2.59447,1.22105,0.0460194,0.0163447,-1.90983,-0.000906593,0
2.61031,1.22105,0.0122718,0.0160244,-2.30425,0.000302198,0
2.6262,1.22105,-0.0245437,0.0156966,-2.32294,-0.000604396,0
2.6418,1.22105,-0.0613592,0.0153817,-2.25978,0.000604396,0
2.65761,1.22105,-0.0951068,0.0150794,-2.01334,-0.000805861,0
2.67366,1.22105,-0.125786,0.0147886,-1.93574,-0.000201465,0
2.68946,1.22105,-0.153398,0.0145089,-1.65838,0.00040293,0
2.70548,1.22105,-0.174874,0.0142394,-1.35342,-0.000302198,0
2.72116,1.22105,-0.193282,0.0139959,-1.12616,0.000100733,0
2.73738,1.22105,-0.205553,0.0137297,-0.830591,-0.000100733,0
2.75345,1.22105,-0.227029,0.0134882,-2.15101,-0.000100733,0
2.76928,1.22105,-0.279185,0.0132694,-4.10565,0.000805861,0
2.78527,1.22105,-0.358952,0.0130438,-5.11238,0.000100733,0
2.80113,1.22105,-0.441786,0.0128256,-5.23007,0,0
2.81708,1.22105,-0.521553,0.0126147,-4.7434,-0.000503663,0
2.83307,1.22105,-0.592117,0.0124106,-4.28405,-0.000302198,0
2.84903,1.22105,-0.656544,0.0122129,-3.79613,-0.000201465,0
2.86538,1.22105,-0.717903,0.0120098,-3.67915,-0.000906593,0
2.88106,1.22105,-0.773126,0.0118361,-3.75133,-0.000100733,0
2.89706,1.22105,-0.834486,0.0116561,-3.88724,-0.000503663,0
2.91306,1.22105,-0.898913,0.0114817,-3.85634,-0.000604396,0
2.9296,1.22105,-0.957204,0.0113019,-3.38817,-0.000604396,0
2.94495,1.22105,-1.00016,0.0111479,-2.72124,0.000100733,0
2.96103,1.22105,-1.03697,0.0109882,-2.10525,-0.00040293,0
2.9772,1.22105,-1.06458,0.010833,-1.71968,-0.000503663,0
2.99313,1.22105,-1.08913,0.0106821,-1.54046,-0.000302198,0
3.00921,1.22105,-1.11674,0.0105354,-1.61743,-0.000805861,0
3.02538,1.22105,-1.14742,0.0103838,-1.79607,-0.000705128,0
3.04106,1.22105,-1.17503,0.0102537,-1.84975,-0.000705128,0
3.05725,1.22105,-1.20264,0.0101184,-1.83055,-0.000100733,0
3.07308,1.22105,-1.23025,0.00998673,-1.72607,-0.00040293,0
3.08928,1.22105,-1.25786,0.00985042,-1.52108,0,0
3.10504,1.22105,-1.27934,0.00973323,-1.48948,-0.000705128,0
3.12095,1.22105,-1.30388,0.00961126,-1.53475,0,0
3.13657,1.22105,-1.3315,0.00949233,-1.68268,0.000201465,0
3.15252,1.22105,-1.35911,0.00937633,-1.75454,-0.000805861,0
3.16836,1.22105,-1.38672,0.00926304,-1.79397,-0.000604396,0
3.18484,1.22105,-1.41433,0,-1.77564,-0.000805861,0
3.20063,1.22105,-1.43887,0,-1.62393,-0.000604396,0
3.21634,1.22105,-1.46342,0,-1.53164,-0.00100733,0
3.23237,1.22105,-1.48489,0,-1.47052,-0.00040293,0
3.24824,1.22105,-1.50944,0,-1.40262,0.000201465,0
3.26434,1.22105,-1.53091,0,-1.34009,0,0
3.2802,1.22105,-1.54932,0,-1.27399,0.000100733,0
3.29629,1.22105,-1.56466,0,-1.02345,-0.000705128,0
3.31242,1.22105,-1.58,0,-0.928092,-0.000503663,0
3.32826,1.22105,-1.59534,0,-0.881598,-0.00040293,0
3.3442,1.22105,-1.60761,0,-0.854276,-0.000604396,0
3.36025,1.22105,-1.61988,0,-0.800282,-0.000503663,0
3.37657,1.22105,-1.62909,0,-0.721253,0,0
3.39234,1.22105,-1.63829,0,-0.602297,0,0
3.40848,1.22105,-1.6475,0,-0.569377,0,0
3.42447,1.22105,-1.65056,0,-0.447048,-0.000805861,0
3.44076,1.22105,-1.65363,0,-0.447048,-0.000503663,0
3.45632,1.22105,-1.65363,0,-0.298604,0.00040293,0
3.47227,1.22105,-1.65363,0,-0.214926,-0.000201465,0
3.48822,1.22105,-1.65363,0,-0.167887,-0.000302198,0
3.50401,1.22105,-1.65056,0,0.137754,-0.00040293,0
3.51988,1.22105,-1.6475,0,0.116768,-0.000705128,0
3.53553,1.22105,-1.64443,0,0.101343,-0.00040293,0
3.55186,1.22105,-1.64136,0,0.0920761,-0.000201465,0
3.56745,1.22105,-1.63829,0,0.0920761,-0.000201465,0
3.58333,1.22105,-1.63216,0,0.0920761,-0.000302198,0
3.59925,1.22105,-1.62602,0,0.314605,-0.00040293,0
3.61503,1.22105,-1.61682,0,0.486899,-0.000201465,0
3.63155,1.22105,-1.60761,0,0.486899,-0.000201465,0
3.64693,1.22105,-1.60148,0,0.517958,-0.000100733,0
3.66286,1.22105,-1.59227,0,0.469757,0.000100733,0
3.6784,1.22105,-1.58614,0,0.469757,-0.000100733,0
3.69436,1.22105,-1.58307,0,0.37428,-0.00040293,0
3.71063,1.22105,-1.58,0,0.323078,-0.000302198,0
3.72668,1.22105,-1.57693,0,0.323078,-0.00040293,0
3.74253,1.22105,-1.57693,0,0.286719,-0.000201465,0
3.75867,1.22105,-1.57386,0,0.208685,-0.000201465,0
3.7747,1.22105,-1.57693,0,0.192296,-0.00040293,0
3.79055,1.22105,-1.57693,0,0.192296,-0.000604396,0
3.801,1.22105,-1.57693,0,0.192296,-0.000100733,0
3.81685,1.22105,-1.58,0,0.192296,-0.00040293,0
3.83249,1.22105,-1.58,0,-0.1779,-0.00110806,0
3.84843,1.22105,-1.58307,0,-0.144404,-0.00110806,0
3.85085,1.22105,-1.58307,0,-0.141092,-0.000805861,0
3.85518,1.22105,-1.58307,0,-0.134893,-0.000302198,0
3.86102,1.22105,-1.58307,0,-0.126544,0.000201465,0
3.86904,1.22105,-1.58307,0,-0.116905,-0.000100733,0
3.88467,1.22105,-1.58614,0,-0.102283,-0.000906593,0
3.89962,1.22105,-1.58614,0,-0.0902457,-0.00110806,0
