time,theta1,theta2,omega1,omega2,current,voltage
3.15016,18.7437,0,8.26433,0,-2.1113e-64,1
3.16597,18.8756,0,8.27114,0,-2.13307e-64,1
3.18218,19.0091,0,8.27362,0,-2.12218e-64,1
3.19804,19.141,0,8.27501,0,-2.10042e-64,1
3.21408,19.2745,0,8.28324,0,-2.25278e-64,1
3.2297,19.4064,0,8.29833,0,-2.32896e-64,1
3.24588,19.5398,0,8.30769,0,-2.1113e-64,1
3.26145,19.6733,0,8.31457,0,-2.14395e-64,1
3.27735,19.8068,0,8.32978,0,-2.12218e-64,1
3.29347,19.9402,0,8.33261,0,-2.10042e-64,1
3.30952,20.0737,0,8.34378,0,-2.05689e-64,1
3.32562,20.2071,0,8.35562,0,-2.05689e-64,1
3.34138,20.3406,0,8.36543,0,-2.07865e-64,1
3.35758,20.474,0,8.37272,0,-2.06777e-64,1
3.37372,20.609,0,8.37748,0,-2.01335e-64,1
3.38941,20.744,0,8.39946,0,-2.1113e-64,1
3.40525,20.8698,0,8.37748,0,-1.98071e-64,1
3.42105,21.0033,0,8.39659,0,-1.96982e-64,1
3.43695,21.1383,0,8.39005,0,-2.19836e-64,1
3.45316,21.2717,0,8.40346,0,-2.27455e-64,1
3.46909,21.4067,0,8.42059,0,-2.23101e-64,1
3.48501,21.5417,0,8.41001,0,-2.08954e-64,1
3.50102,21.6751,0,8.4161,0,-2.06777e-64,1
3.517,21.8101,0,8.45314,0,-2.06777e-64,1
3.53255,21.9451,0,8.4275,0,-2.02424e-64,1
3.54846,22.0801,0,8.45023,0,-1.94806e-64,1
3.56452,22.2166,0,8.45443,0,-1.99159e-64,1
3.58035,22.3516,0,8.47048,0,-2.00247e-64,1
3.5965,22.4866,0,8.47471,0,-1.96982e-64,1
3.61252,22.6139,0,8.46577,0,-1.98071e-64,1
3.62825,22.7581,0,8.47959,0,-1.98071e-64,1
3.64416,22.8855,0,8.48187,0,-1.99159e-64,1
3.66015,23.0204,0,8.48871,0,-2.02424e-64,1
3.67626,23.1662,0,8.50194,0,-1.99159e-64,1
3.69214,23.2935,0,8.51128,0,-1.98071e-64,1
3.70814,23.4285,0,8.52047,0,-2.00247e-64,1
3.72395,23.565,0,8.50816,0,-1.93717e-64,1
3.73949,23.7015,0,8.54057,0,-2.16572e-64,1
3.75558,23.8396,0,8.51965,0,-2.10042e-64,1
3.77143,23.9777,0,8.52935,0,-1.96982e-64,1
3.78749,24.1142,0,8.52721,0,-2.046e-64,1
3.80364,24.2507,0,8.53248,0,-2.06777e-64,1
3.81915,24.378,0,8.54139,0,-1.85011e-64,1
3.83505,24.5161,0,8.54999,0,-2.00247e-64,1
3.85111,24.6526,0,8.55446,0,-1.96982e-64,1
3.86715,24.7907,0,8.55777,0,-1.99159e-64,1
3.88299,24.9272,0,8.55529,0,-1.99159e-64,1
3.89907,25.0637,0,8.57755,0,-1.87188e-64,1
