time,theta1,theta2,omega1,omega2,current,voltage
9.7e-06,0,0,0,0,7.6181e-66,2
0.0092224,0.00153398,0,0,0,-2.70878e-63,2
0.0103905,0.00153398,0,0,0,-2.70769e-63,2
0.0258269,0.0076699,0,0.010178,0,-2.66851e-63,2
0.0331302,0.0122718,0,0.00905089,0,-2.66742e-63,2
0.0441551,0.0199418,0,0.544998,0,-2.65654e-63,2
0.0595875,0.0322136,0,0.71623,0,-2.79584e-63,2
0.0644871,0.0368155,0,0.868996,0,-2.8089e-63,2
0.0777401,0.0536893,0,1.27323,0,-2.54771e-63,2
0.0932744,0.078233,0,1.54527,0,-2.5303e-63,2
0.110711,0.107379,0,1.80242,0,-2.50853e-63,2
0.12736,0.139592,0,2.08918,0,-2.46391e-63,2
0.142893,0.176408,0,2.3702,0,-2.62933e-63,2
0.145429,0.184078,0,2.41475,0,-2.62171e-63,2
0.160645,0.222427,0,2.62862,0,-2.38555e-63,2
0.175926,0.265379,0,2.85621,0,-2.36052e-63,2
0.177409,0.268447,0,2.89033,0,-2.3627e-63,2
0.1926,0.314466,0,3.12049,0,-2.33114e-63,2
0.193951,0.320602,0,3.15278,0,-2.51833e-63,2
0.209639,0.369689,0,3.38479,0,-2.28869e-63,2
0.212607,0.383495,0,3.46249,0,-2.28652e-63,2
0.225863,0.431049,0,3.62896,0,-2.25822e-63,2
0.227318,0.437185,0,3.6549,0,-2.25713e-63,2
0.242808,0.495476,0,3.90123,0,-2.21469e-63,2
0.244827,0.503146,0,3.92194,0,-2.22448e-63,2
0.260696,0.567573,0,4.16007,0,-2.19619e-63,2
0.263263,0.579845,0,4.19985,0,-2.19401e-63,2
0.278082,0.641204,0,4.39283,0,-2.15919e-63,2
0.293886,0.708699,0,4.60506,0,-2.13851e-63,2
0.309002,0.785398,0,4.81931,0,-2.10368e-63,2
0.310413,0.79,0,4.84803,0,-2.11239e-63,2
0.316199,0.819146,0,4.9306,0,-2.10259e-63,2
0.332139,0.900447,0,5.13478,0,-2.03621e-63,2
0.348054,0.983282,0,5.32196,0,-2.04818e-63,2
0.35004,0.99402,0,5.37179,0,-2.05144e-63,2
0.365561,1.07685,0,5.58058,0,-2.01118e-63,2
0.378185,1.15662,0,5.75295,0,-1.99268e-63,2
0.393864,1.24406,0,5.92644,0,-1.96873e-63,2
0.412056,1.35297,0,6.16486,0,-1.92629e-63,2
0.427754,1.45421,0,6.35929,0,-1.91976e-63,2
0.445634,1.5708,0,6.58273,0,-1.88711e-63,2
0.448534,1.59074,0,6.61337,0,-1.89038e-63,2
0.460887,1.66437,0,6.73917,0,-1.86643e-63,2
0.473799,1.76101,0,6.91458,0,-1.84576e-63,2
0.478979,1.79476,0,6.9809,0,-1.83378e-63,2
0.49423,1.9006,0,7.14807,0,-1.81964e-63,2
0.509663,2.01718,0,7.32198,0,-1.78808e-63,2
0.511656,2.03252,0,7.34914,0,-1.80222e-63,2
0.527385,2.15064,0,7.5331,0,-1.7576e-63,2
0.542519,2.26569,0,7.69542,0,-1.73584e-63,2
0.544371,2.28103,0,7.71882,0,-1.72822e-63,2
0.560266,2.39761,0,7.87302,0,-1.7119e-63,2
0.57593,2.52493,0,8.03964,0,-1.69884e-63,2
0.593553,2.65532,0,8.18669,0,-1.66836e-63,2
0.609596,2.80565,0,8.39818,0,-1.65422e-63,2
0.625484,2.94064,0,8.54552,0,-1.63245e-63,2
0.62803,2.95751,0,8.55678,0,-1.62265e-63,2
0.642434,3.0879,0,8.70087,0,-1.60307e-63,2
0.651085,3.15693,0,8.793,0,-1.59871e-63,2
0.66091,3.2459,0,8.88424,0,-1.58783e-63,2
0.675984,3.38089,0,9.02249,0,-1.56171e-63,2
0.67869,3.40697,0,9.03929,0,-1.57042e-63,2
0.693505,3.5435,0,9.18074,0,-1.54321e-63,2
0.698304,3.58952,0,9.21944,0,-1.5443e-63,2
0.713937,3.72911,0,9.35295,0,-1.5258e-63,2
0.72734,3.82421,0,9.4522,0,-1.51165e-63,2
0.742379,4.00522,0,9.61995,0,-1.48444e-63,2
0.758491,4.16016,0,9.73334,0,-1.48771e-63,2
0.760119,4.16936,0,9.76734,0,-1.47682e-63,2
0.775291,4.32736,0,9.89178,0,-1.46376e-63,2
0.777133,4.33656,0,9.91731,0,-1.38105e-63,2
0.792257,4.4961,0,10.0301,0,-1.4322e-63,2
0.808735,4.6587,0,10.1808,0,-1.42785e-63,2
0.810383,4.67864,0,10.1483,0,-1.41697e-63,2
0.825429,4.83204,0,10.3098,0,-1.39738e-63,2
0.827417,4.85352,0,10.3277,0,-1.41479e-63,2
0.843475,5.01919,0,10.438,0,-1.38867e-63,2
0.852149,5.10202,0,10.488,0,-1.38105e-63,2
0.86405,5.22934,0,10.5496,0,-1.35711e-63,2
0.877553,5.37814,0,10.7056,0,-1.34296e-63,2
0.894416,5.54994,0,10.8011,0,-1.33534e-63,2
0.910409,5.73402,0,10.9118,0,-1.32337e-63,2
0.927315,5.92117,0,10.9829,0,-1.28202e-63,2
0.934048,5.98713,0,11.0829,0,-1.29399e-63,2
0.945772,6.12058,0,11.15,0,-1.29399e-63,2
0.961949,6.30006,0,11.2796,0,-1.28637e-63,2
0.977494,6.4826,0,11.3605,0,-1.2461e-63,2
0.99385,6.66515,0,11.4696,0,-1.2461e-63,2
1.01046,6.8615,0,11.5988,0,-1.23413e-63,2
1.02644,7.04711,0,11.6937,0,-1.21998e-63,2
1.02862,7.07012,0,11.6896,0,-1.19931e-63,2
1.04375,7.24653,0,11.7807,0,-1.20801e-63,2
1.06032,7.43674,0,11.8971,0,-1.19822e-63,2
1.07753,7.6515,0,11.979,0,-1.18298e-63,2
1.09378,7.84478,0,12.114,0,-1.17428e-63,2
1.11074,8.05187,0,12.2196,0,-1.16013e-63,2
1.11211,8.06414,0,12.2084,0,-1.14163e-63,2
1.12712,8.24821,0,12.2807,0,-1.13727e-63,2
1.14355,8.45684,0,12.3584,0,-1.21454e-63,2
1.16012,8.65625,0,12.4545,0,-1.1166e-63,2
1.17745,8.88021,0,12.5266,0,-1.11551e-63,2
1.19362,9.0827,0,12.5758,0,-1.08939e-63,2
